airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-707,Delhi,Evening,zero,Evening,Kolkata,Economy,2.08,16,5260
GO_FIRST,G8-792,Kolkata,Evening,zero,Evening,Bangalore,Economy,2.58,32,3860
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Economy,10.75,15,9105
Air_India,AI-768,Kolkata,Afternoon,one,Morning,Chennai,Business,17.42,25,55983
Vistara,UK-858,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.58,20,2150
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Kolkata,Economy,5.67,39,5949
Vistara,UK-875,Mumbai,Evening,one,Morning,Delhi,Business,13.67,23,47844
Air_India,AI-573,Kolkata,Evening,one,Night,Mumbai,Economy,26.83,37,6666
Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Business,26.5,40,41113
Indigo,6E-2247,Delhi,Morning,one,Evening,Chennai,Economy,6.67,21,4181
GO_FIRST,G8-341,Mumbai,Night,one,Morning,Bangalore,Economy,12.42,24,5102
Air_India,AI-809,Mumbai,Morning,one,Night,Hyderabad,Business,13.58,6,45693
Vistara,UK-776,Kolkata,Evening,one,Afternoon,Delhi,Economy,19.08,9,19180
Indigo,6E-944,Hyderabad,Night,zero,Night,Kolkata,Economy,2.08,8,7183
Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Business,20.5,13,59827
Indigo,6E-5308,Mumbai,Early_Morning,zero,Early_Morning,Delhi,Economy,2.17,48,2339
Indigo,6E-6535,Bangalore,Morning,one,Night,Delhi,Economy,9.67,36,5563
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,13.33,38,10505
Air_India,AI-651,Mumbai,Morning,one,Evening,Delhi,Business,9.92,14,39610
Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.5,25,42457
Indigo,6E-5366,Mumbai,Morning,one,Afternoon,Kolkata,Economy,6.33,13,9723
GO_FIRST,G8-517,Hyderabad,Night,one,Morning,Mumbai,Economy,13.08,17,3423
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Morning,Hyderabad,Economy,20.92,3,17143
Indigo,6E-5208,Mumbai,Evening,one,Late_Night,Bangalore,Economy,7.92,39,2124
Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,Economy,10.67,33,9383
Air_India,AI-681,Mumbai,Evening,one,Evening,Bangalore,Economy,24.75,45,3951
Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Delhi,Economy,10.5,8,10616
Indigo,6E-6128,Kolkata,Early_Morning,zero,Morning,Bangalore,Economy,2.75,18,3862
Air_India,AI-635,Mumbai,Early_Morning,one,Afternoon,Chennai,Economy,29.58,9,11627
GO_FIRST,G8-2401,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,29,7088
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Chennai,Economy,9.83,34,7900
Indigo,6E-371,Hyderabad,Evening,one,Night,Kolkata,Economy,5.5,39,3223
Vistara,UK-870,Hyderabad,Night,one,Early_Morning,Mumbai,Business,11.33,36,58315
Vistara,UK-880,Hyderabad,Afternoon,zero,Afternoon,Delhi,Economy,2.25,24,2200
AirAsia,I5-740,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,21,2409
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Economy,12.75,24,5606
Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Chennai,Economy,11.75,14,16212
Vistara,UK-778,Kolkata,Afternoon,one,Morning,Hyderabad,Business,18.33,32,53071
Indigo,6E-7223,Bangalore,Afternoon,one,Night,Hyderabad,Economy,8.17,49,1694
Vistara,UK-996,Mumbai,Evening,one,Morning,Hyderabad,Business,15.17,33,68317
Vistara,UK-820,Bangalore,Evening,one,Morning,Chennai,Business,16.17,49,60396
Air_India,AI-639,Mumbai,Morning,one,Night,Hyderabad,Economy,10.75,33,3654
Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,43,6578
Vistara,UK-871,Delhi,Night,two_or_more,Evening,Kolkata,Economy,20.25,25,9349
Air_India,AI-867,Mumbai,Night,one,Evening,Hyderabad,Economy,21.83,31,4173
Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,10,13725
SpiceJet,SG-3283,Hyderabad,Evening,one,Evening,Kolkata,Economy,24.25,49,8757
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Bangalore,Business,9.58,46,56590
Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,Economy,22.42,42,6195
GO_FIRST,G8-791,Bangalore,Evening,zero,Night,Kolkata,Economy,2.33,19,3393
Vistara,UK-819,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,8.83,37,8719
Air_India,AI-773,Kolkata,Evening,two_or_more,Morning,Hyderabad,Economy,18.67,26,7518
Indigo,6E-484,Bangalore,Early_Morning,one,Morning,Delhi,Economy,4.75,35,4284
GO_FIRST,G8-701,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,9.67,18,6115
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Business,10.17,8,56702
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,Business,16.17,16,62448
Vistara,UK-996,Mumbai,Evening,one,Evening,Hyderabad,Business,22.5,32,60365
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,14.08,8,9840
Vistara,UK-706,Delhi,Afternoon,two_or_more,Morning,Kolkata,Economy,20.0,45,9485
Air_India,AI-541,Hyderabad,Evening,zero,Evening,Delhi,Business,2.25,33,24122
Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Economy,15.0,31,6776
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Chennai,Business,9.33,4,60396
Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,Economy,12.0,6,13798
GO_FIRST,G8-2501,Delhi,Late_Night,one,Early_Morning,Bangalore,Economy,5.08,49,4020
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Kolkata,Economy,16.25,24,5949
Indigo,6E-171,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,38,2410
Vistara,UK-637,Delhi,Evening,one,Evening,Hyderabad,Economy,24.33,49,5097
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Business,6.5,31,53164
Air_India,AI-672,Chennai,Evening,one,Afternoon,Kolkata,Economy,20.08,37,4287
Air_India,AI-698,Hyderabad,Night,one,Evening,Delhi,Business,20.0,41,39499
Vistara,UK-994,Mumbai,Morning,one,Night,Hyderabad,Business,12.5,38,58125
Indigo,6E-563,Kolkata,Morning,one,Afternoon,Bangalore,Economy,6.08,18,6489
Indigo,6E-995,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,5.25,10,5293
Indigo,6E-6219,Chennai,Morning,two_or_more,Evening,Hyderabad,Economy,10.67,44,4654
Vistara,UK-838,Chennai,Night,zero,Night,Delhi,Business,2.83,40,40224
Air_India,AI-502,Delhi,Afternoon,one,Night,Mumbai,Business,7.58,25,53164
Air_India,AI-888,Mumbai,Evening,one,Morning,Hyderabad,Business,15.5,21,45693
GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Kolkata,Economy,7.08,39,4394
Air_India,AI-806,Mumbai,Early_Morning,one,Night,Kolkata,Business,14.33,31,49725
Vistara,UK-890,Hyderabad,Evening,one,Evening,Kolkata,Economy,25.92,15,11108
Indigo,6E-269,Chennai,Morning,one,Evening,Delhi,Economy,6.25,32,3361
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.08,22,49725
GO_FIRST,G8-146,Bangalore,Evening,two_or_more,Morning,Hyderabad,Economy,16.5,18,4337
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,11.33,48,59254
Air_India,AI-773,Kolkata,Evening,one,Early_Morning,Hyderabad,Business,14.0,22,49151
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,35,50969
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Early_Morning,Mumbai,Economy,12.75,13,4452
GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,19,5584
AirAsia,I5-559,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.0,20,3569
Air_India,AI-698,Hyderabad,Night,one,Morning,Chennai,Business,12.67,38,40843
Indigo,6E-357,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,8.83,19,3105
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Chennai,Business,12.25,32,60396
Air_India,AI-505,Bangalore,Morning,one,Night,Kolkata,Economy,11.92,27,6584
Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Economy,7.67,19,6159
Indigo,6E-294,Kolkata,Evening,one,Night,Hyderabad,Economy,6.17,36,3809
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.75,4,11205
Indigo,6E-5338,Mumbai,Morning,one,Afternoon,Chennai,Economy,4.0,28,5727
Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Business,14.17,4,69168
Indigo,6E-6137,Chennai,Morning,one,Afternoon,Kolkata,Economy,5.42,41,3219
Air_India,AI-610,Bangalore,Evening,one,Morning,Delhi,Business,15.08,45,42521
Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Economy,9.25,21,4496
Vistara,UK-870,Hyderabad,Night,one,Morning,Chennai,Business,13.33,3,95208
AirAsia,I5-1454,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.33,15,5174
Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Business,2.17,29,22152
Indigo,6E-5217,Mumbai,Evening,one,Night,Kolkata,Economy,6.33,24,5943
Air_India,AI-611,Mumbai,Morning,one,Morning,Delhi,Economy,21.33,49,3552
Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,7.08,46,5206
Air_India,AI-676,Kolkata,Morning,one,Night,Delhi,Economy,10.75,38,6339
Air_India,AI-430,Chennai,Morning,one,Evening,Kolkata,Business,9.25,7,55377
Indigo,6E-643,Hyderabad,Afternoon,zero,Evening,Delhi,Economy,2.25,4,6133
Vistara,UK-852,Bangalore,Morning,one,Night,Chennai,Economy,13.58,29,4672
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,11.17,31,4977
SpiceJet,SG-8108,Chennai,Night,zero,Late_Night,Delhi,Economy,2.75,28,3780
Indigo,6E-922,Hyderabad,Afternoon,one,Night,Kolkata,Economy,8.08,40,3223
Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Economy,8.08,47,8112
Air_India,AI-673,Mumbai,Early_Morning,one,Late_Night,Bangalore,Business,17.92,31,55982
Indigo,6E-841,Bangalore,Afternoon,one,Night,Mumbai,Economy,5.92,8,12161
Vistara,UK-854,Bangalore,Evening,one,Night,Delhi,Economy,4.58,9,10849
Vistara,UK-845,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,8.17,40,6122
GO_FIRST,G8-393,Kolkata,Night,one,Afternoon,Delhi,Economy,15.67,7,17777
Air_India,AI-545,Chennai,Evening,one,Early_Morning,Mumbai,Economy,12.0,45,3563
Air_India,AI-770,Kolkata,Night,one,Evening,Hyderabad,Economy,21.08,29,8614
Air_India,AI-640,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,26.08,4,12214
Air_India,AI-620,Hyderabad,Early_Morning,one,Morning,Chennai,Economy,5.42,45,3813
Indigo,6E-171,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,15,2410
Air_India,AI-569,Chennai,Early_Morning,one,Evening,Delhi,Business,13.0,17,45185
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Business,5.17,12,44280
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,7.17,36,5206
Vistara,UK-826,Chennai,Afternoon,two_or_more,Night,Hyderabad,Economy,32.42,36,6015
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Economy,13.25,42,7212
Air_India,AI-402,Kolkata,Morning,zero,Afternoon,Delhi,Business,2.5,37,28510
Vistara,UK-940,Mumbai,Evening,one,Evening,Kolkata,Business,23.83,38,64285
Indigo,6E-2616,Delhi,Night,one,Morning,Bangalore,Economy,9.75,27,3354
Air_India,AI-660,Mumbai,Evening,one,Night,Hyderabad,Business,5.58,29,45693
GO_FIRST,G8-2508,Mumbai,Night,one,Afternoon,Hyderabad,Economy,14.92,13,4262
Air_India,AI-867,Mumbai,Night,one,Night,Bangalore,Business,22.58,36,54608
Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Economy,14.17,14,14658
Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,10,12150
Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Business,10.83,33,49725
Air_India,AI-516,Bangalore,Early_Morning,one,Afternoon,Delhi,Business,4.75,49,35554
Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,17.92,39,61873
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Economy,9.33,35,4359
Vistara,UK-738,Kolkata,Evening,one,Afternoon,Mumbai,Business,19.25,11,56991
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Business,14.83,8,56588
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10.0,18,6262
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,43,2336
Indigo,6E-154,Mumbai,Late_Night,one,Morning,Kolkata,Economy,6.42,28,5843
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.58,19,5772
Air_India,AI-729,Kolkata,Morning,two_or_more,Night,Mumbai,Economy,12.33,23,7179
Indigo,6E-5398,Mumbai,Morning,one,Afternoon,Chennai,Economy,6.0,24,4542
Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,6.83,22,56991
Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,12.17,25,45672
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Bangalore,Business,16.92,41,54608
Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,40,4500
Air_India,AI-512,Delhi,Afternoon,one,Afternoon,Bangalore,Economy,25.83,39,5504
Indigo,6E-2478,Delhi,Night,one,Early_Morning,Kolkata,Economy,6.67,19,4293
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,18,24056
Indigo,6E-5217,Mumbai,Evening,zero,Evening,Hyderabad,Economy,1.33,18,2901
SpiceJet,SG-4009,Bangalore,Early_Morning,zero,Early_Morning,Chennai,Economy,1.08,39,1606
Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Business,12.42,21,53164
Air_India,AI-544,Delhi,Evening,one,Morning,Bangalore,Economy,17.5,10,9840
SpiceJet,SG-8264,Kolkata,Night,one,Morning,Mumbai,Economy,11.67,21,5339
Indigo,6E-6104,Bangalore,Morning,one,Evening,Delhi,Economy,5.17,11,10848
Air_India,AI-629,Mumbai,Evening,one,Morning,Delhi,Economy,16.25,49,4221
Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,38,5040
SpiceJet,SG-3281,Kolkata,Afternoon,one,Night,Hyderabad,Economy,5.92,32,9113
Air_India,AI-9876,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,3.75,44,1977
Vistara,UK-874,Hyderabad,Morning,one,Late_Night,Delhi,Economy,15.67,29,5656
Vistara,UK-852,Bangalore,Morning,one,Night,Chennai,Economy,10.75,38,6120
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Economy,11.08,23,8816
GO_FIRST,G8-312,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,14.25,30,5177
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.5,34,6067
Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Economy,7.92,14,9855
Air_India,AI-864,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,21,2464
GO_FIRST,G8-338,Delhi,Morning,one,Evening,Bangalore,Economy,5.67,32,4020
GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Bangalore,Economy,7.67,30,9624
Indigo,6E-455,Bangalore,Morning,zero,Morning,Kolkata,Economy,2.58,48,3551
Air_India,AI-804,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,6.67,36,54684
GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Chennai,Economy,8.5,40,4709
GO_FIRST,G8-7562,Kolkata,Afternoon,one,Night,Bangalore,Economy,10.25,39,6109
AirAsia,I5-1518,Hyderabad,Evening,zero,Night,Bangalore,Economy,1.17,2,5240
Indigo,6E-807,Bangalore,Morning,one,Evening,Delhi,Economy,7.75,24,7362
Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Business,13.5,38,71865
Air_India,AI-423,Delhi,Early_Morning,one,Night,Bangalore,Business,16.0,20,52522
Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Economy,19.83,46,6262
Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Business,8.25,12,77120
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Kolkata,Business,15.92,33,61899
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Business,9.67,15,67004
Vistara,UK-958,Mumbai,Afternoon,one,Night,Hyderabad,Business,10.5,45,45805
GO_FIRST,G8-805,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,7.17,18,4337
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Chennai,Economy,7.33,18,4896
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.75,25,57017
Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,Economy,12.33,16,5368
Vistara,UK-845,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,14.92,40,3334
Indigo,6E-171,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,13,5955
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Business,13.17,9,60160
Air_India,AI-9891,Hyderabad,Evening,one,Night,Delhi,Economy,4.83,46,5410
Vistara,UK-826,Chennai,Afternoon,two_or_more,Night,Hyderabad,Economy,8.42,40,6015
Air_India,AI-440,Chennai,Early_Morning,two_or_more,Evening,Hyderabad,Economy,13.17,8,15123
Air_India,AI-424,Kolkata,Afternoon,one,Evening,Mumbai,Business,28.5,25,50271
Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Economy,11.5,35,6720
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Economy,14.08,44,6568
Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Business,11.17,28,54684
Air_India,AI-538,Chennai,Night,one,Afternoon,Kolkata,Economy,18.17,31,4784
Air_India,AI-804,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,7.08,33,54684
AirAsia,I5-336,Mumbai,Night,one,Morning,Hyderabad,Economy,12.58,33,2105
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,11.33,29,59254
Air_India,AI-544,Delhi,Evening,zero,Evening,Hyderabad,Business,2.08,19,23944
Indigo,6E-152,Delhi,Morning,one,Evening,Bangalore,Economy,6.42,44,4007
Air_India,AI-678,Delhi,Morning,one,Morning,Chennai,Economy,25.92,19,3988
Air_India,AI-539,Chennai,Evening,one,Evening,Kolkata,Business,26.17,18,75933
Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,11,14670
Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,14.42,11,61404
GO_FIRST,G8-244,Mumbai,Evening,one,Morning,Kolkata,Economy,14.5,18,7304
Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,8.08,29,61873
Indigo,6E-2147,Delhi,Night,one,Early_Morning,Chennai,Economy,10.5,6,7950
Air_India,AI-9881,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,4.67,13,5040
GO_FIRST,G8-7547,Bangalore,Morning,one,Evening,Delhi,Economy,6.58,18,4028
Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Business,12.08,38,54684
Air_India,AI-430,Chennai,Morning,one,Night,Bangalore,Business,10.17,6,60260
Indigo,6E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,19,3054
Air_India,AI-9876,Bangalore,Afternoon,one,Afternoon,Kolkata,Economy,24.75,44,3804
Indigo,6E-6467,Hyderabad,Afternoon,one,Night,Delhi,Economy,8.75,11,9073
Vistara,UK-802,Bangalore,Evening,one,Evening,Kolkata,Business,23.25,4,60508
Indigo,6E-6345,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.92,27,3957
Air_India,AI-805,Delhi,Evening,one,Night,Kolkata,Economy,27.67,17,5591
Vistara,UK-613,Mumbai,Afternoon,one,Evening,Delhi,Economy,4.5,10,17546
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Chennai,Business,16.92,16,49613
Vistara,UK-774,Kolkata,Night,one,Morning,Chennai,Economy,15.25,41,7141
Vistara,UK-755,Bangalore,Afternoon,one,Night,Delhi,Economy,8.33,24,11385
Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Business,19.5,26,47217
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Chennai,Economy,8.0,43,4896
Vistara,UK-832,Chennai,Early_Morning,one,Night,Kolkata,Business,15.67,45,65457
Vistara,UK-899,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.75,25,3357
AirAsia,I5-787,Delhi,Early_Morning,two_or_more,Afternoon,Hyderabad,Economy,9.83,48,2465
Vistara,UK-836,Chennai,Morning,two_or_more,Night,Kolkata,Economy,34.0,2,16835
Vistara,UK-950,Mumbai,Night,one,Evening,Hyderabad,Business,19.08,18,58125
Vistara,UK-828,Chennai,Early_Morning,one,Early_Morning,Bangalore,Economy,24.83,8,9730
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,10.5,17,7046
Vistara,UK-950,Mumbai,Night,one,Morning,Chennai,Economy,12.0,40,3998
Air_India,AI-877,Delhi,Morning,two_or_more,Early_Morning,Chennai,Economy,20.33,43,6958
Air_India,AI-787,Kolkata,Early_Morning,one,Afternoon,Delhi,Business,9.0,7,49416
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Business,17.58,28,41101
Indigo,6E-413,Hyderabad,Early_Morning,zero,Morning,Bangalore,Economy,1.5,34,1776
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,12.58,26,3471
Vistara,UK-955,Delhi,Evening,one,Morning,Chennai,Economy,15.08,8,11940
GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Bangalore,Economy,9.0,18,4612
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Mumbai,Economy,20.58,7,7774
Vistara,UK-774,Kolkata,Night,one,Evening,Bangalore,Business,21.17,4,57999
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Economy,14.5,9,12183
Indigo,6E-404,Kolkata,Evening,zero,Night,Delhi,Economy,2.5,24,3999
Air_India,AI-767,Delhi,Afternoon,one,Night,Chennai,Economy,9.17,12,11520
GO_FIRST,G8-241,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,14.83,24,5177
Vistara,UK-890,Hyderabad,Evening,one,Evening,Kolkata,Business,24.42,35,58394
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Kolkata,Economy,15.92,49,7978
Vistara,UK-874,Hyderabad,Morning,one,Late_Night,Delhi,Economy,15.67,47,5656
Indigo,6E-7156,Hyderabad,Afternoon,one,Night,Delhi,Economy,6.17,33,3243
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Business,6.67,18,60555
Air_India,AI-424,Kolkata,Afternoon,one,Evening,Delhi,Business,26.75,20,32062
Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12.5,39,3621
AirAsia,I5-881,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.75,30,2409
Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Business,8.92,41,57017
Vistara,UK-875,Mumbai,Evening,zero,Night,Hyderabad,Business,1.58,44,17604
Indigo,6E-6467,Hyderabad,Afternoon,one,Evening,Delhi,Economy,5.0,32,3397
Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Economy,8.08,43,4496
Vistara,UK-816,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,25.08,1,14150
Vistara,UK-823,Mumbai,Evening,zero,Evening,Chennai,Economy,2.08,46,2900
Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,24,3428
Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,6.5,43,5549
Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.17,15,6296
Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Business,15.5,4,51457
Air_India,AI-543,Hyderabad,Morning,one,Night,Bangalore,Economy,10.33,47,6314
Indigo,6E-6094,Mumbai,Night,one,Early_Morning,Bangalore,Economy,7.67,49,3227
Air_India,AI-639,Mumbai,Morning,one,Early_Morning,Hyderabad,Economy,22.33,16,3858
Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,35,2410
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Economy,30.0,9,13235
Vistara,UK-986,Mumbai,Night,one,Morning,Bangalore,Economy,9.92,24,6450
Air_India,AI-615,Mumbai,Early_Morning,one,Afternoon,Bangalore,Business,8.58,23,29094
Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Economy,12.08,15,4896
Vistara,UK-996,Mumbai,Evening,one,Evening,Chennai,Business,21.83,17,64173
Vistara,UK-898,Hyderabad,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.42,43,9433
GO_FIRST,G8-322,Mumbai,Night,one,Early_Morning,Kolkata,Economy,10.75,40,5817
Vistara,UK-708,Kolkata,Night,one,Evening,Mumbai,Economy,20.08,19,6067
Air_India,AI-809,Mumbai,Morning,one,Late_Night,Bangalore,Economy,14.17,40,6502
AirAsia,I5-996,Bangalore,Evening,zero,Night,Delhi,Economy,2.83,10,7905
GO_FIRST,G8-395,Bangalore,Morning,one,Evening,Kolkata,Economy,9.33,16,6186
Vistara,UK-845,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,14.92,11,8988
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Business,7.58,5,50271
Indigo,6E-156,Chennai,Night,zero,Night,Hyderabad,Economy,1.17,36,1551
Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Business,16.08,49,60978
Air_India,AI-888,Mumbai,Evening,one,Night,Chennai,Economy,28.58,47,4417
GO_FIRST,G8-509,Hyderabad,Early_Morning,zero,Early_Morning,Bangalore,Economy,1.0,24,1776
Indigo,6E-886,Bangalore,Morning,one,Evening,Kolkata,Economy,9.92,21,5178
Air_India,AI-687,Mumbai,Afternoon,one,Night,Kolkata,Business,6.33,20,49725
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.83,25,4910
Air_India,AI-765,Kolkata,Evening,one,Evening,Delhi,Business,26.58,11,60175
Vistara,UK-910,Mumbai,Evening,one,Morning,Chennai,Business,16.33,26,57453
Air_India,AI-743,Kolkata,Morning,two_or_more,Night,Chennai,Economy,13.67,35,8307
Indigo,6E-6021,Kolkata,Afternoon,one,Night,Mumbai,Economy,9.5,17,9896
GO_FIRST,G8-2508,Mumbai,Night,one,Morning,Hyderabad,Economy,9.75,11,4262
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.25,48,7212
