airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class_,duration,days_left,price
1,613,2,2,0,4,4,1,14.83,41,5276
3,422,1,2,0,5,5,1,5.08,14,8140
1,528,4,2,0,4,5,1,14.33,6,11214
5,1094,5,5,0,5,3,1,23.92,29,3334
1,523,3,1,0,0,5,1,6.33,15,7774
5,1074,3,4,0,2,5,0,7.33,20,58315
1,515,2,5,0,0,4,1,17.25,13,12150
5,1139,5,4,0,2,4,0,10.83,43,64285
5,1095,0,1,0,4,1,0,26.17,5,44280
1,565,4,4,0,4,0,1,25.75,47,5135
3,260,4,0,0,2,5,1,5.33,31,5256
1,526,1,1,2,4,5,0,1.75,27,23424
1,537,5,5,0,4,0,1,14.5,13,8463
3,335,5,4,2,4,0,1,1.75,48,2124
3,393,3,1,0,2,2,1,11.75,9,12433
5,1140,2,1,0,2,0,1,12.0,27,4272
5,1048,4,0,0,5,1,1,7.42,9,16359
3,22,1,0,2,2,4,1,2.33,21,4656
5,1026,0,4,0,5,5,1,10.08,26,13303
5,1137,5,4,0,2,0,0,6.92,28,66928
0,898,2,0,0,5,3,1,8.75,44,2050
1,510,4,2,0,5,2,0,28.0,34,43910
3,329,0,2,0,1,4,1,10.75,28,4538
1,599,0,1,0,5,5,0,15.08,36,54684
3,261,1,0,0,2,3,1,4.75,16,2862
5,1066,1,4,0,2,2,1,31.08,18,7597
0,907,5,0,0,2,1,1,4.33,15,5939
0,829,3,0,0,5,2,1,7.92,37,2228
5,1114,3,2,0,4,5,1,16.08,47,5060
1,475,1,4,0,2,4,1,9.25,2,21948
3,264,3,4,0,2,1,1,10.0,28,4082
5,1138,2,4,0,5,0,0,12.08,26,57017
5,1145,5,5,0,2,3,0,23.0,19,58125
5,1062,0,2,0,4,4,1,12.67,45,8112
5,1113,3,0,1,5,0,1,9.42,24,5962
2,730,5,4,0,2,2,1,9.5,28,5569
3,459,0,2,0,5,4,1,5.08,25,5635
5,1068,1,5,0,2,0,0,21.25,43,44144
1,512,2,2,0,4,4,0,17.33,35,47545
5,1043,4,4,0,4,1,1,22.42,10,11853
2,724,2,4,0,2,0,1,9.17,19,4020
3,114,2,5,2,3,4,1,2.08,26,3999
1,612,5,5,0,0,4,1,15.0,40,4556
1,610,5,1,0,0,4,1,7.5,26,5502
1,514,1,2,0,2,4,0,26.17,15,55377
1,557,5,2,0,0,4,0,20.5,18,49725
3,131,5,0,0,5,1,1,7.33,26,4069
5,1142,2,5,0,4,0,1,13.08,43,4272
2,751,3,1,0,0,5,1,9.08,37,4165
1,560,5,4,0,0,0,0,26.33,15,39547
5,1114,3,2,0,2,4,0,24.42,49,51819
5,1049,2,4,0,4,3,1,24.0,16,5761
1,537,5,5,2,5,3,0,1.33,7,17548
3,351,3,2,0,2,0,1,3.75,48,1755
5,1047,4,2,0,3,2,1,6.58,23,6723
1,611,2,4,0,5,4,1,13.0,28,5276
3,305,2,3,0,4,1,1,9.5,20,4316
1,608,3,5,0,4,5,1,13.33,13,7774
5,1066,1,4,0,2,2,1,7.17,10,13758
3,167,1,4,0,2,4,1,8.5,19,5042
5,1063,2,0,0,5,3,1,6.67,16,5761
4,958,5,5,2,5,0,1,1.75,47,2126
1,464,4,4,0,2,5,1,9.58,23,7032
1,557,5,2,0,1,1,1,14.0,29,5800
5,1043,4,4,0,2,2,0,6.5,12,66063
5,1085,0,4,2,4,5,0,1.75,35,20760
1,528,0,0,1,5,3,1,34.92,12,14936
3,422,1,2,0,5,2,1,5.67,15,7877
5,1058,0,5,0,4,5,1,12.58,26,7212
5,1064,0,2,0,5,5,0,6.0,23,67004
4,951,0,1,0,5,4,1,14.33,26,4814
1,588,4,0,0,2,5,1,24.92,21,8899
3,376,5,0,0,5,1,1,7.58,4,9671
2,667,2,2,0,3,0,1,5.75,27,4205
1,523,3,1,0,5,5,0,14.75,37,45883
5,1031,4,4,1,4,1,1,22.58,41,14939
1,583,4,1,0,5,5,1,14.25,17,6258
1,627,0,2,0,4,5,1,13.17,46,3961
5,1108,5,2,0,0,2,0,17.33,11,41269
0,849,1,4,0,5,2,1,11.67,36,2477
5,1075,1,1,0,5,0,1,15.75,3,19848
3,260,4,0,0,5,1,1,6.17,44,5325
1,594,0,1,0,5,3,1,15.5,45,5640
5,1064,0,2,0,2,4,0,25.75,15,62188
1,602,2,2,0,5,3,1,26.92,28,5950
5,1056,0,4,0,2,5,1,6.75,43,6568
1,516,3,2,0,5,5,1,5.92,44,4363
5,1092,0,2,0,5,2,0,4.58,49,54841
2,727,5,5,0,4,0,1,10.0,21,5102
0,817,1,2,0,5,2,1,6.17,14,7353
5,1022,2,2,0,5,3,1,27.75,12,13874
3,318,2,4,0,0,4,1,6.83,48,4710
5,1088,0,2,0,1,3,1,11.92,20,5322
3,29,2,4,0,0,1,1,5.42,19,3684
0,859,1,4,2,4,3,1,1.17,10,4203
5,1058,0,5,0,2,4,1,20.92,33,8112
5,1066,1,4,0,2,2,1,7.17,28,5206
3,313,3,2,2,2,5,1,1.58,48,3096
1,564,5,1,0,2,0,1,10.58,46,5774
5,1032,2,2,2,2,4,1,2.08,37,4000
1,599,0,1,0,2,5,0,13.83,44,54684
3,8,5,1,2,1,1,1,1.92,28,3000
1,527,5,1,2,1,1,1,2.0,9,5943
5,1129,5,0,0,5,3,1,8.25,44,3971
5,1024,5,1,0,5,4,0,16.75,6,72338
2,757,3,0,0,4,5,1,19.33,47,4230
3,431,0,4,0,2,5,1,7.25,12,5178
5,1045,4,5,0,4,2,1,14.42,13,13524
5,1104,3,5,0,4,5,1,13.17,4,10069
5,1083,5,4,0,2,2,1,5.67,10,16391
1,557,5,2,0,0,1,0,18.67,31,49613
3,202,0,4,2,4,5,1,1.83,38,2201
5,1037,2,0,2,2,4,1,2.17,11,6690
0,869,4,0,0,3,2,1,13.83,19,3014
0,823,3,2,2,5,0,1,1.17,4,4454
5,1088,0,2,0,4,4,0,13.75,23,51817
5,1111,3,0,0,5,2,1,7.75,37,5656
0,859,3,4,2,0,4,1,2.08,19,2449
5,1032,2,2,2,2,4,1,2.08,9,8055
5,1026,0,4,1,5,1,1,8.75,49,7416
5,1126,5,2,0,4,1,1,14.17,47,3998
5,1105,2,5,0,4,5,0,13.42,15,41281
5,1023,5,2,0,2,0,1,26.17,11,14658
1,524,2,1,0,5,5,0,16.25,46,41113
2,692,5,2,0,5,4,1,5.75,46,5667
1,631,4,1,0,2,2,1,12.75,47,5093
1,513,1,5,0,5,5,1,25.83,33,4357
5,1031,2,0,0,4,5,0,21.83,40,36577
5,1113,3,0,0,5,5,0,10.42,10,72730
1,519,2,2,2,2,3,1,2.08,6,5955
5,1049,2,4,0,5,5,0,12.75,19,53164
2,739,0,1,0,0,2,1,8.75,44,4250
1,625,0,2,0,5,5,1,5.08,31,4024
5,1031,4,4,0,2,5,0,6.25,45,50271
5,1074,3,4,1,2,0,1,8.92,38,6427
5,1068,1,5,0,4,4,1,13.17,18,7344
5,1064,0,2,0,5,5,1,6.08,49,6568
1,512,2,2,2,2,1,0,2.75,43,27864
1,518,3,4,2,0,2,0,2.5,25,24122
1,526,1,1,0,2,2,0,11.92,42,45185
1,509,3,1,2,4,4,1,2.08,35,2815
5,1066,1,4,0,4,0,1,25.0,37,4755
5,1108,5,2,0,0,2,1,17.33,24,5232
5,1088,0,2,0,5,1,0,27.17,17,44280
5,1062,0,2,0,2,4,0,23.92,37,62188
5,1048,4,0,0,4,3,1,18.08,47,5632
5,1058,0,5,2,5,2,1,2.58,40,4502
0,827,1,5,0,4,2,1,10.92,39,2477
1,608,3,5,2,5,2,1,2.17,15,6553
2,767,4,2,0,3,2,1,7.33,31,6324
4,1017,2,2,2,5,3,1,2.17,40,2100
2,660,2,0,0,5,0,1,6.92,44,6719
5,1054,0,1,0,0,5,1,7.0,34,6568
1,599,0,1,0,5,3,0,17.42,49,56476
1,523,3,1,0,5,1,0,16.92,49,51595
5,1129,5,0,2,2,2,1,2.25,45,2339
1,479,1,1,0,2,3,0,13.17,36,51345
5,1063,2,0,0,5,5,0,6.5,6,53164
1,599,0,1,0,2,5,1,11.83,18,6158
5,1047,4,2,0,4,1,0,15.25,14,55502
3,259,0,2,0,5,3,1,5.67,14,4338
1,603,0,5,0,4,5,1,13.17,40,6578
5,1066,1,4,0,5,2,0,13.25,9,57920
2,789,2,1,0,0,5,1,6.08,19,5584
1,604,5,4,0,5,3,0,13.58,36,45693
3,424,4,4,0,0,3,1,6.5,43,5511
3,165,4,1,0,0,0,1,6.33,47,3465
5,1081,1,5,0,2,5,1,19.42,19,4637
1,587,2,0,0,5,3,0,9.08,28,47408
3,379,3,0,0,2,5,1,4.75,40,2301
5,1070,1,0,0,5,0,0,8.42,45,44144
5,1097,3,1,2,4,2,1,2.17,11,7183
5,1038,4,2,2,5,2,0,2.42,10,38590
3,172,1,4,2,4,2,1,2.83,35,3275
1,479,1,1,0,2,5,0,13.83,32,49553
5,1052,0,1,0,0,5,1,7.0,11,11205
3,379,3,0,0,5,2,1,5.92,4,6186
1,561,5,4,0,5,2,0,14.17,24,50957
5,1118,3,1,0,5,5,1,14.17,27,3471
3,330,3,0,2,2,2,1,2.25,26,2694
1,498,0,2,0,0,1,0,18.83,23,60396
1,589,4,5,0,5,5,1,26.92,49,7732
2,720,2,5,2,5,5,1,2.25,26,2410
1,563,5,1,0,0,4,1,4.25,5,8253
3,88,4,1,0,0,2,1,7.33,38,6990
5,1070,1,0,0,2,0,0,6.75,42,44144
1,516,3,2,0,0,4,0,20.25,5,51707
0,876,2,1,0,4,4,1,5.67,23,2480
3,151,4,0,0,5,3,1,5.92,40,4279
1,588,4,0,0,3,0,1,8.67,39,7474
2,793,0,4,0,2,4,1,7.5,19,6186
5,1143,2,2,0,4,1,0,16.0,17,65832
1,498,0,2,0,4,3,0,16.67,24,56476
1,509,3,1,0,2,5,0,11.83,10,51058
4,994,5,1,0,5,4,1,15.67,24,5289
3,337,0,0,0,2,5,1,6.17,21,4190
3,190,5,2,2,2,3,1,1.33,1,4946
3,277,1,0,2,0,0,1,1.17,25,1654
5,1107,3,4,0,1,0,0,23.33,47,38099
2,674,4,1,0,0,5,1,9.58,20,5888
2,705,1,1,0,0,2,1,7.17,23,4827
5,1024,5,1,0,2,4,1,13.58,40,12420
1,598,2,1,0,5,3,1,14.08,13,12150
1,463,2,1,0,5,5,1,13.25,22,6756
5,1139,5,4,0,2,0,1,8.25,37,6450
5,1136,5,0,0,2,0,1,6.42,41,6450
5,1043,4,4,0,2,0,0,8.83,16,52287
1,625,0,2,0,1,1,1,13.17,28,3184
5,1072,1,1,0,5,0,0,13.92,27,44144
5,1043,4,4,0,5,2,1,13.33,11,19201
5,1051,2,5,2,5,0,1,2.67,30,4501
5,1107,3,4,0,5,0,1,14.33,38,5441
1,608,3,5,0,0,5,1,16.0,16,5594
5,1089,5,1,0,0,2,0,5.67,37,53152
2,747,0,5,0,4,2,1,10.17,30,4152
0,856,5,0,1,3,4,1,10.67,45,2836
0,847,4,4,0,5,2,1,12.58,37,3014
1,510,4,2,1,1,1,0,12.33,19,60631
5,1123,5,1,2,4,2,0,2.08,8,29980
2,784,2,0,2,2,5,1,2.08,20,2410
2,724,2,4,0,2,4,1,7.0,41,6395
5,1081,1,5,0,2,4,1,22.5,45,5937
5,1056,0,4,0,2,5,1,6.75,8,11205
5,1045,4,5,2,5,5,1,2.92,26,4499
3,301,1,5,0,1,4,1,7.33,45,2359
1,572,5,4,0,0,2,0,27.5,23,44013
3,218,1,2,2,5,5,1,2.0,2,12287
5,1054,0,1,0,2,3,0,12.92,43,56588
1,583,4,1,0,5,5,1,14.67,46,7137
5,1102,0,5,0,0,2,0,15.0,41,54841
5,1033,4,5,0,1,5,0,11.5,28,62591
5,1075,1,1,0,5,4,1,15.83,14,11069
1,513,1,5,0,4,0,0,12.58,30,60260
1,500,0,4,0,2,3,0,8.92,20,56476
1,637,3,0,0,5,0,1,9.25,4,8233
5,1107,3,4,0,2,2,0,11.25,8,55347
1,464,4,4,0,5,5,1,10.83,20,6048
5,1133,2,5,0,4,1,1,12.17,13,11625
5,1058,0,5,0,0,3,1,15.42,42,6133
1,603,0,5,0,2,5,1,20.83,14,15083
2,715,5,5,0,4,0,1,13.08,26,5102
5,1091,5,0,2,2,0,1,1.75,38,2074
2,744,4,4,0,5,0,1,11.58,47,6819
2,752,3,5,0,0,5,1,14.83,49,4165
2,659,4,2,2,5,3,1,2.17,44,2821
5,1072,1,1,1,0,2,0,8.67,11,64729
5,1043,4,4,0,3,2,1,14.5,15,13524
1,533,0,2,0,0,2,1,17.08,36,4294
3,151,4,0,0,5,3,1,5.92,42,4279
5,1052,0,1,0,2,4,0,11.58,46,62188
5,1125,2,0,0,2,4,0,25.33,24,65529
3,144,2,0,0,2,4,1,5.25,6,10838
3,241,2,1,2,4,3,1,2.25,30,2098
0,907,5,0,1,3,4,1,12.5,49,2836
1,608,3,5,0,2,4,1,20.75,24,6627
5,1101,5,2,2,5,0,1,1.75,21,2074
5,1104,3,5,0,2,0,0,20.42,36,56702
1,626,3,5,0,2,4,1,20.83,8,9178
5,1084,5,1,0,0,2,1,8.17,44,6122
1,479,1,1,0,2,4,1,13.0,40,4363
5,1110,5,4,1,2,4,1,8.83,18,9052
3,289,2,0,0,2,4,1,5.17,5,6443
2,650,2,2,2,5,4,1,2.33,6,5954
5,1088,0,2,0,4,2,0,12.67,5,50361
1,498,0,2,0,2,3,1,23.75,24,10090
1,532,5,2,0,2,4,0,24.83,29,45230
1,589,4,5,0,2,3,1,21.08,4,12605
5,1059,2,4,1,5,1,1,15.0,32,8719
1,523,3,1,0,2,1,1,12.5,42,4229
5,1043,4,4,0,5,0,1,12.42,36,6195
3,107,4,1,0,4,3,1,4.75,48,2436
5,1033,4,5,0,0,5,1,17.58,28,6067
5,1109,3,5,0,4,4,1,12.08,48,7767
5,1145,5,5,0,5,4,1,25.83,4,9879
5,1094,5,5,2,5,0,1,1.83,44,2074
5,1107,3,4,0,5,1,0,14.58,5,45189
1,514,1,2,0,0,0,0,19.5,35,60260
5,1100,0,2,0,2,1,0,24.92,44,44280
5,1071,5,5,2,5,1,0,2.08,10,23898
5,1079,1,4,0,2,4,1,8.83,34,5937
5,1057,2,2,0,5,5,1,5.83,28,6296
1,474,1,0,0,0,5,1,26.58,27,4697
5,1127,2,2,0,5,1,0,6.33,44,53512
5,1134,5,1,0,5,0,1,14.42,13,11129
3,389,4,2,0,1,5,1,9.92,24,7012
1,502,0,1,2,1,3,0,1.33,44,12000
5,1054,0,1,2,4,2,0,2.67,40,32923
3,320,3,2,0,5,1,1,6.5,18,3772
0,879,0,3,0,1,5,1,6.17,35,2203
1,532,5,2,0,4,2,0,16.17,12,53152
5,1120,5,0,0,5,1,0,7.0,47,61933
5,1072,1,1,0,0,2,0,7.5,49,45600
5,1111,3,0,0,3,2,1,12.0,8,10018
3,190,5,2,0,5,1,1,3.75,27,4069
3,198,5,4,0,0,1,1,4.33,12,8043
5,1121,5,2,0,5,1,1,26.67,15,8687
2,721,5,4,0,5,2,1,8.83,36,11321
3,64,5,4,2,4,2,1,2.17,40,2339
5,1031,4,4,1,4,1,1,25.58,25,16835
5,1078,2,2,2,5,1,0,2.83,45,27864
1,548,5,2,0,5,2,0,5.33,43,31450
5,1102,0,5,0,4,2,0,10.92,16,50361
3,220,3,2,0,3,4,1,7.75,38,7690
5,1095,0,1,0,5,1,1,16.42,28,4672
1,510,4,2,0,4,2,1,14.0,10,14889
2,666,2,1,0,2,0,1,10.08,4,13411
1,603,0,5,2,5,2,0,2.92,19,32923
5,1110,5,4,2,0,3,1,1.5,4,4998
5,1145,5,5,0,2,1,1,19.42,13,11129
5,1141,2,2,0,2,1,0,24.92,29,60232
1,496,0,0,0,5,5,1,8.83,7,9277
4,961,5,2,2,5,4,1,2.75,29,4715
1,576,4,0,0,4,2,1,20.17,15,12145
2,697,0,0,0,1,5,1,12.5,16,12920
2,655,0,5,0,4,5,1,11.25,10,5177
2,650,2,2,0,1,5,1,12.33,43,7469
2,771,4,2,0,4,5,1,16.25,40,5853
5,1131,5,5,0,2,1,1,18.42,31,4348
5,1123,5,1,0,5,0,0,16.17,41,62448
1,501,2,4,0,1,4,1,19.75,19,7786
2,707,1,0,0,5,2,1,6.42,32,4827
4,1015,2,0,0,5,3,1,5.92,26,3625
3,222,5,2,0,5,0,1,5.58,43,2124
5,1092,0,2,0,2,4,0,22.42,27,51817
1,588,4,0,0,4,1,1,17.42,22,7844
1,464,4,4,0,4,3,1,25.5,29,5145
2,800,4,0,0,3,2,1,10.33,17,8089
1,503,3,0,0,5,2,0,10.83,30,44583
1,514,1,2,0,4,5,0,18.25,37,49553
5,1131,5,5,0,2,1,1,18.42,25,4348
3,128,5,2,0,5,1,1,4.92,32,1890
1,463,2,1,2,4,4,1,2.17,11,5955
3,226,5,4,0,0,2,1,6.42,43,5931
3,186,5,2,0,5,4,1,5.5,16,5579
2,805,0,0,0,5,3,1,8.17,42,5185
5,1139,5,4,1,2,0,1,33.5,3,16210
3,389,4,2,2,5,3,1,2.17,41,2750
3,217,5,4,0,0,4,1,6.33,11,9955
3,271,5,5,2,3,4,1,2.42,17,4893
3,227,5,2,0,3,2,1,5.08,33,2339
1,547,2,0,0,5,4,0,9.17,20,53209
5,1054,0,1,0,5,1,1,13.25,42,6825
0,869,4,0,0,3,2,1,11.83,17,7466
5,1078,2,2,0,4,5,0,13.08,47,51384
3,46,4,4,0,2,3,1,7.83,16,8274
4,983,0,2,0,4,2,1,14.67,49,4618
1,587,2,0,2,0,4,0,2.33,22,27976
1,546,5,1,0,2,3,0,12.25,30,45693
5,1072,1,1,0,0,2,0,8.67,6,68604
1,557,5,2,2,5,2,0,2.42,3,30080
5,1095,0,1,0,5,1,0,16.42,37,44280
5,1095,0,1,0,5,2,1,14.0,1,14524
1,498,0,2,0,2,1,0,25.17,3,61516
1,528,4,2,0,0,2,1,18.75,30,15881
5,1064,0,2,0,5,5,1,6.0,35,6568
1,626,3,5,0,5,5,1,24.33,21,3844
1,617,2,1,2,4,5,0,2.08,31,22152
1,600,2,2,2,5,5,1,2.17,24,2476
1,635,3,4,0,4,2,1,21.92,9,11488
5,1031,4,4,0,5,1,0,10.0,47,55983
2,658,3,1,0,5,5,1,14.25,28,5865
5,1131,5,5,0,4,1,1,12.0,13,11129
5,1148,2,4,0,2,1,1,9.58,21,6182
5,1106,5,1,1,2,1,1,10.0,42,7556
1,514,1,2,0,4,3,1,18.92,32,4294
0,832,4,2,1,4,3,1,13.0,39,4589
5,1069,5,4,2,4,1,0,2.08,2,30204
5,1092,0,2,0,5,1,0,4.67,12,44280
3,382,1,4,0,0,3,1,4.17,21,4202
3,450,5,0,2,2,2,1,2.17,37,2738
0,888,2,0,1,5,4,1,7.75,40,2480
1,592,5,5,0,5,0,1,23.92,3,13398
5,1126,5,2,0,2,0,1,21.25,17,6450
3,144,2,0,0,2,4,1,5.25,11,5955
5,1063,2,0,0,5,5,1,6.5,20,6296
3,298,4,4,0,2,3,1,7.5,24,7466
1,608,3,5,0,4,5,1,12.25,40,4363
1,518,3,4,0,5,5,1,9.92,7,7774
1,588,4,0,0,4,0,1,17.42,17,8248
4,929,5,5,0,5,2,1,25.92,29,3512
5,1124,5,1,0,5,0,0,15.83,48,69168
2,724,2,4,2,0,5,1,2.33,27,2410
2,809,0,2,0,4,2,1,15.0,1,24366
1,592,5,5,0,5,2,0,24.0,5,59021
2,809,0,2,0,4,5,1,13.83,34,4603
1,480,2,2,0,1,1,1,13.5,13,11520
0,851,5,5,0,4,4,1,12.83,33,2836
5,1116,3,2,0,4,2,1,15.17,20,5823
1,497,2,0,2,2,0,0,2.75,48,32859
5,1031,4,4,0,2,5,0,8.83,36,58111
1,498,0,2,0,2,4,0,25.33,17,60508
5,1045,4,5,0,5,3,0,24.33,39,49207
5,1100,0,2,0,4,2,0,14.67,39,57081
1,479,1,1,0,5,5,1,15.42,33,5092
3,74,3,0,0,5,4,1,8.0,26,5293
5,1149,5,2,0,2,1,1,21.83,22,10474
5,1124,5,1,0,2,4,1,10.58,31,6634
3,433,4,2,0,3,2,1,6.58,42,4593
3,38,2,0,0,5,4,1,7.0,41,2482
1,548,5,2,1,4,0,1,15.17,45,9592
5,1104,3,5,0,4,0,0,12.58,45,56702
4,993,4,1,2,4,2,1,2.67,21,4177
1,612,5,5,0,2,1,1,21.5,29,4732
1,560,5,4,0,0,3,0,24.42,46,37432
4,985,1,1,0,5,2,1,15.42,21,4048
4,959,5,2,0,4,2,1,14.83,33,3342
1,607,2,5,2,5,3,0,2.17,15,23944
1,560,5,4,0,4,0,1,20.92,8,14766
3,332,5,1,2,4,0,1,1.58,23,2124
1,595,3,0,0,2,1,0,28.0,45,39682
1,575,4,4,1,5,1,0,13.75,28,70220
0,887,5,1,0,2,0,1,11.42,21,5101
5,1048,4,0,0,2,1,0,25.0,38,55983
5,1107,3,4,0,0,2,0,6.0,45,39555
4,953,1,4,0,5,2,1,13.5,34,5388
3,365,3,1,2,1,2,1,2.25,15,6133
3,134,2,4,0,2,3,1,7.75,14,8843
3,336,4,4,0,2,5,1,4.67,41,3381
1,577,0,4,1,1,1,1,19.5,6,13225
3,23,2,4,0,0,5,1,4.17,12,7373
5,1129,5,0,0,4,1,0,19.25,8,69885
5,1109,3,5,0,2,4,1,19.25,38,7767
0,908,0,2,1,3,2,1,9.33,35,9799
4,997,2,2,0,1,1,1,12.25,31,4942
3,179,3,0,0,5,0,1,8.08,47,1755
1,498,0,2,0,4,4,1,15.17,42,6584
5,1059,2,4,1,5,1,1,15.0,29,8719
3,305,2,3,0,4,1,1,9.5,32,2050
3,128,5,2,2,5,0,1,1.75,31,2860
1,584,2,2,0,5,3,1,28.33,31,4415
1,599,0,1,2,4,2,0,2.75,7,32923
4,1004,4,5,0,4,5,1,10.75,37,5934
1,499,2,5,0,5,5,1,23.83,3,12150
5,1123,5,1,0,2,3,1,12.92,4,15183
3,295,2,0,2,0,3,1,2.33,35,3013
3,281,1,4,0,2,5,1,10.83,4,7982
1,516,3,2,0,4,5,1,17.92,21,4363
3,284,3,4,2,4,1,1,1.33,26,1788
1,641,3,1,0,0,2,1,6.5,27,4989
5,1056,0,4,0,5,5,1,14.08,47,6568
5,1034,4,1,0,5,0,0,13.25,35,60978
5,1139,5,4,2,4,2,0,2.25,7,36700
0,839,1,0,0,3,5,1,10.33,33,1830
2,802,4,0,0,5,0,1,10.25,43,6109
1,498,0,2,0,2,4,0,25.33,20,60508
5,1030,2,1,1,4,0,1,27.25,1,20767
2,697,0,0,0,2,5,1,3.92,29,4096
5,1113,3,0,0,5,1,0,9.33,3,57979
3,265,0,2,0,5,2,1,7.42,42,4071
5,1081,1,5,0,4,5,1,12.67,19,5037
5,1043,4,4,0,3,2,0,13.75,15,74015
1,604,5,4,0,3,0,0,14.17,39,54608
1,481,5,0,0,0,4,0,22.92,41,49725
5,1047,4,2,0,5,1,1,5.5,43,7021
5,1123,5,1,0,5,4,0,16.25,18,75485
5,1112,2,2,2,2,3,1,2.25,18,2150
5,1031,4,4,1,2,1,1,33.67,40,14648
5,1112,2,2,1,4,4,0,16.0,38,72339
1,577,0,4,0,5,2,1,12.08,15,12424
5,1068,1,5,0,4,4,0,13.17,4,78225
3,183,5,1,0,4,0,1,4.0,40,4157
5,1143,2,2,2,5,5,1,2.17,49,2700
5,1130,2,4,0,4,1,1,24.17,3,14670
5,1104,3,5,0,4,1,0,13.33,13,51707
2,795,2,0,0,5,0,1,4.75,20,3568
1,583,4,1,2,4,2,0,2.25,22,28510
5,1023,5,2,0,2,0,0,26.17,17,48213
5,1052,0,1,0,5,1,1,14.75,18,6412
5,1131,5,5,0,2,3,1,22.0,18,4414
5,1052,0,1,0,2,4,1,11.58,12,11383
4,961,5,2,2,5,4,1,2.75,8,7412
3,462,3,1,0,4,4,1,5.25,12,5293
5,1020,5,0,0,2,2,0,27.5,13,44069
5,1034,4,1,0,0,3,0,5.42,26,52175
1,497,2,0,0,1,3,0,18.33,39,44405
3,263,1,2,2,5,4,1,2.33,23,4656
1,518,3,4,0,3,0,0,12.83,35,56590
0,858,4,1,0,0,0,1,10.83,48,3565
1,514,1,2,0,4,5,1,17.17,21,4672
3,39,2,2,2,2,5,1,2.17,22,3001
3,369,4,0,0,5,5,1,6.92,49,4515
5,1026,0,4,0,2,2,1,5.0,47,5407
4,930,5,1,0,5,4,1,15.5,37,5231
1,591,4,2,0,5,2,0,6.5,5,53743
1,526,1,1,0,2,0,0,12.17,17,43729
5,1067,5,2,0,5,2,1,6.08,39,5224
5,1024,5,1,0,2,0,0,12.25,18,48213
4,932,2,1,0,4,5,1,4.25,38,4407
1,509,3,1,0,3,0,0,19.83,38,44546
5,1139,5,4,0,5,0,0,11.67,29,69168
2,793,0,4,0,2,2,1,6.58,15,7487
5,1073,2,1,1,2,1,0,12.42,11,64801
5,1077,1,2,0,4,5,0,17.75,49,64113
3,461,3,2,0,3,5,1,7.33,19,3822
0,850,5,5,0,1,4,1,8.25,34,2836
3,52,2,2,0,5,5,1,5.33,32,2410
5,1072,1,1,0,2,4,1,12.92,37,7081
5,1125,2,0,0,4,4,1,18.17,6,14880
5,1142,2,5,0,1,0,1,10.17,28,4272
5,1099,5,4,1,5,1,1,11.17,22,8130
3,91,2,5,0,4,0,1,8.83,23,3253
5,1132,2,0,0,5,3,1,6.58,46,5772
3,376,5,0,0,5,3,1,8.5,33,4942
2,741,5,1,0,4,4,1,5.83,19,5006
5,1077,1,2,0,2,4,1,26.42,20,6353
5,1145,5,5,0,2,4,1,22.67,4,11129
0,818,0,2,2,5,4,1,2.58,37,3393
5,1060,0,4,0,2,5,1,6.17,10,14150
1,603,0,5,2,5,2,0,2.92,14,32923
5,1148,2,4,0,2,0,0,7.42,11,54777
1,523,3,1,0,4,1,1,26.25,45,4229
3,70,5,0,2,2,0,1,1.75,28,2124
1,513,1,5,0,2,5,0,23.67,40,49553
1,515,2,5,0,2,5,0,20.42,12,50969
1,480,2,2,0,5,5,1,3.75,18,2476
0,825,2,4,0,3,4,1,16.0,16,4915
5,1033,4,5,0,4,5,1,14.75,5,11139
1,557,5,2,0,4,4,1,14.08,33,6000
3,25,1,4,0,0,5,1,7.25,18,9300
3,295,2,0,0,2,1,1,5.92,30,2916
5,1070,1,0,0,5,3,1,8.42,8,8391
1,521,3,5,0,2,5,0,19.83,47,38356
5,1111,3,0,0,2,1,1,7.0,5,8641
3,106,1,4,0,2,4,1,9.33,40,4079
3,46,4,4,0,2,3,1,7.83,2,17987
5,1135,2,2,0,1,3,1,14.08,11,9840
3,286,4,5,0,4,5,1,10.75,3,7959
5,1077,1,2,0,4,5,0,16.58,42,64113
2,785,2,2,0,5,1,1,5.33,21,4896
3,322,0,4,0,2,4,1,5.83,44,3393
1,514,1,2,0,2,4,0,26.17,7,84374
0,847,4,4,0,3,2,1,15.67,19,3014
5,1144,5,5,0,2,4,0,19.33,34,49725
1,479,1,1,0,5,0,0,13.92,42,60260
0,864,4,1,2,4,2,1,2.42,43,3999
1,612,5,5,0,5,1,1,26.08,23,4417
5,1033,4,5,0,0,5,1,17.58,9,12210
2,707,1,0,0,5,4,1,9.83,24,6985
5,1102,0,5,0,2,4,0,22.25,48,51817
1,540,2,2,0,1,1,0,12.33,37,45257
3,146,1,3,1,4,4,1,7.67,26,5095
5,1095,0,1,0,5,1,0,16.42,35,44280
5,1048,4,0,0,1,5,1,16.58,22,6067
3,291,2,0,0,5,4,1,5.83,49,3754
5,1064,0,2,0,2,4,0,25.75,9,79705
1,475,1,4,0,4,5,1,24.25,8,9141
1,612,5,5,0,4,3,0,13.0,12,45693
1,583,4,1,0,5,3,1,16.58,4,12474
1,543,5,2,0,4,2,1,15.25,37,4221
